Test Size,Random State,Neighbors,Weight,Metric,Accuracy,Precision,Recall,Specificity
0.25,42,31,distance,euclidean,0.5714285714285714,0.5853658536585366,0.96,0.0
0.25,42,31,distance,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
0.25,42,33,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,33,uniform,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
0.25,42,33,distance,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,33,distance,manhattan,0.6428571428571429,0.625,1.0,0.11764705882352941
0.25,42,35,uniform,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,35,uniform,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,35,distance,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,35,distance,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,37,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,37,uniform,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,37,distance,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,37,distance,manhattan,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,39,uniform,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,39,uniform,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,39,distance,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,39,distance,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,41,uniform,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,41,uniform,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,41,distance,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,41,distance,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,43,uniform,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,43,uniform,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,43,distance,euclidean,0.6190476190476191,0.6097560975609756,1.0,0.058823529411764705
0.25,42,43,distance,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,45,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,45,uniform,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,45,distance,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,45,distance,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,47,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,47,uniform,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,47,distance,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,47,distance,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,49,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,49,uniform,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,49,distance,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,49,distance,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,51,uniform,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,51,uniform,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,51,distance,euclidean,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,42,51,distance,manhattan,0.5952380952380952,0.5952380952380952,1.0,0.0
0.25,123,1,uniform,euclidean,0.5952380952380952,0.59375,0.8260869565217391,0.3157894736842105
0.25,123,1,uniform,manhattan,0.6428571428571429,0.625,0.8695652173913043,0.3684210526315789
0.25,123,1,distance,euclidean,0.5952380952380952,0.59375,0.8260869565217391,0.3157894736842105
0.25,123,1,distance,manhattan,0.6428571428571429,0.625,0.8695652173913043,0.3684210526315789
0.25,123,3,uniform,euclidean,0.5952380952380952,0.5833333333333334,0.9130434782608695,0.21052631578947367
0.25,123,3,uniform,manhattan,0.5952380952380952,0.5833333333333334,0.9130434782608695,0.21052631578947367
0.25,123,3,distance,euclidean,0.5952380952380952,0.5833333333333334,0.9130434782608695,0.21052631578947367
0.25,123,3,distance,manhattan,0.5952380952380952,0.5833333333333334,0.9130434782608695,0.21052631578947367
0.25,123,5,uniform,euclidean,0.6428571428571429,0.6111111111111112,0.9565217391304348,0.2631578947368421
0.25,123,5,uniform,manhattan,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,5,distance,euclidean,0.6428571428571429,0.6111111111111112,0.9565217391304348,0.2631578947368421
0.25,123,5,distance,manhattan,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,7,uniform,euclidean,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,7,uniform,manhattan,0.6190476190476191,0.5945945945945946,0.9565217391304348,0.21052631578947367
0.25,123,7,distance,euclidean,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,7,distance,manhattan,0.6190476190476191,0.5945945945945946,0.9565217391304348,0.21052631578947367
0.25,123,9,uniform,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,9,uniform,manhattan,0.5952380952380952,0.5789473684210527,0.9565217391304348,0.15789473684210525
0.25,123,9,distance,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,9,distance,manhattan,0.5952380952380952,0.5789473684210527,0.9565217391304348,0.15789473684210525
0.25,123,11,uniform,euclidean,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,11,uniform,manhattan,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,11,distance,euclidean,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,11,distance,manhattan,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,13,uniform,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,13,uniform,manhattan,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,13,distance,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,13,distance,manhattan,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,19,uniform,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,19,uniform,manhattan,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,19,distance,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,19,distance,manhattan,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,21,uniform,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,21,uniform,manhattan,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,21,distance,euclidean,0.6428571428571429,0.6052631578947368,1.0,0.21052631578947367
0.25,123,21,distance,manhattan,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,23,uniform,euclidean,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,23,uniform,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,23,distance,euclidean,0.6190476190476191,0.5897435897435898,1.0,0.15789473684210525
0.25,123,23,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,25,uniform,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,25,uniform,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,25,distance,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,25,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,27,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,27,uniform,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,27,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,27,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,29,uniform,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,29,uniform,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,29,distance,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,29,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,31,uniform,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,31,uniform,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,31,distance,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,31,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,33,uniform,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,33,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,33,distance,euclidean,0.5952380952380952,0.575,1.0,0.10526315789473684
0.25,123,33,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,35,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,35,uniform,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,35,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,35,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,37,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,37,uniform,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,37,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,37,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,39,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,39,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,39,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,39,distance,manhattan,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,41,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,41,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,41,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,41,distance,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,43,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,43,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,43,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,43,distance,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,45,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,45,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,45,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,45,distance,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,47,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,47,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,47,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,47,distance,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,49,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,49,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,49,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,49,distance,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,51,uniform,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,51,uniform,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,123,51,distance,euclidean,0.5714285714285714,0.5609756097560976,1.0,0.05263157894736842
0.25,123,51,distance,manhattan,0.5476190476190477,0.5476190476190477,1.0,0.0
0.25,456,1,uniform,euclidean,0.6666666666666666,0.5714285714285714,0.8888888888888888,0.5
0.25,456,1,uniform,manhattan,0.6666666666666666,0.5625,1.0,0.4166666666666667
0.25,456,1,distance,euclidean,0.6666666666666666,0.5714285714285714,0.8888888888888888,0.5
0.25,456,1,distance,manhattan,0.6666666666666666,0.5625,1.0,0.4166666666666667
0.25,456,3,uniform,euclidean,0.5952380952380952,0.5142857142857142,1.0,0.2916666666666667
0.25,456,3,uniform,manhattan,0.5952380952380952,0.5142857142857142,1.0,0.2916666666666667
0.25,456,3,distance,euclidean,0.5952380952380952,0.5142857142857142,1.0,0.2916666666666667
0.25,456,3,distance,manhattan,0.5952380952380952,0.5142857142857142,1.0,0.2916666666666667
0.25,456,5,uniform,euclidean,0.6428571428571429,0.5454545454545454,1.0,0.375
0.25,456,5,uniform,manhattan,0.5,0.46153846153846156,1.0,0.125
0.25,456,5,distance,euclidean,0.6428571428571429,0.5454545454545454,1.0,0.375
0.25,456,5,distance,manhattan,0.5,0.46153846153846156,1.0,0.125
0.25,456,7,uniform,euclidean,0.5238095238095238,0.47368421052631576,1.0,0.16666666666666666
0.25,456,7,uniform,manhattan,0.5,0.46153846153846156,1.0,0.125
0.25,456,7,distance,euclidean,0.5238095238095238,0.47368421052631576,1.0,0.16666666666666666
0.25,456,7,distance,manhattan,0.5,0.46153846153846156,1.0,0.125
0.25,456,9,uniform,euclidean,0.5476190476190477,0.4857142857142857,0.9444444444444444,0.25
0.25,456,9,uniform,manhattan,0.47619047619047616,0.45,1.0,0.08333333333333333
0.25,456,9,distance,euclidean,0.5476190476190477,0.4857142857142857,0.9444444444444444,0.25
0.25,456,9,distance,manhattan,0.47619047619047616,0.45,1.0,0.08333333333333333
0.25,456,11,uniform,euclidean,0.5,0.46153846153846156,1.0,0.125
0.25,456,11,uniform,manhattan,0.47619047619047616,0.45,1.0,0.08333333333333333
0.25,456,11,distance,euclidean,0.5,0.46153846153846156,1.0,0.125
0.25,456,11,distance,manhattan,0.47619047619047616,0.45,1.0,0.08333333333333333
0.25,456,13,uniform,euclidean,0.5,0.46153846153846156,1.0,0.125
0.25,456,13,uniform,manhattan,0.47619047619047616,0.45,1.0,0.08333333333333333
0.25,456,13,distance,euclidean,0.5,0.46153846153846156,1.0,0.125
0.25,456,13,distance,manhattan,0.47619047619047616,0.45,1.0,0.08333333333333333
0.25,456,19,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,19,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,19,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,19,distance,manhattan,0.4523809523809524,0.43902439024390244,1.0,0.041666666666666664
0.25,456,21,uniform,euclidean,0.4523809523809524,0.43902439024390244,1.0,0.041666666666666664
0.25,456,21,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,21,distance,euclidean,0.4523809523809524,0.43902439024390244,1.0,0.041666666666666664
0.25,456,21,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,23,uniform,euclidean,0.4523809523809524,0.43902439024390244,1.0,0.041666666666666664
0.25,456,23,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,23,distance,euclidean,0.4523809523809524,0.43902439024390244,1.0,0.041666666666666664
0.25,456,23,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,25,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,25,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,25,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,25,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,27,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,27,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,27,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,27,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,29,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,29,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,29,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,29,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,31,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,31,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,31,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,31,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,33,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,33,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,33,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,33,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,35,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,35,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,35,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,35,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,37,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,37,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,37,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,37,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,39,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,39,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,39,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,39,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,41,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,41,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,41,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,41,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,43,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,43,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,43,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,43,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,45,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,45,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,45,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,45,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,47,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,47,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,47,distance,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,47,distance,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,49,uniform,euclidean,0.42857142857142855,0.42857142857142855,1.0,0.0
0.25,456,49,uniform,manhattan,0.42857142857142855,0.42857142857142855,1.0,0.0
