Test Size,Random State,Neighbors,Weight,Metric,Accuracy,Precision,Recall,Specificity
0.3,123,37,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,37,distance,manhattan,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,39,uniform,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,39,uniform,manhattan,0.56,0.56,1.0,0.0
0.3,123,39,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,39,distance,manhattan,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,41,uniform,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,41,uniform,manhattan,0.56,0.56,1.0,0.0
0.3,123,41,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,41,distance,manhattan,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,43,uniform,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,43,uniform,manhattan,0.56,0.56,1.0,0.0
0.3,123,43,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,43,distance,manhattan,0.56,0.56,1.0,0.0
0.3,123,45,uniform,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,45,uniform,manhattan,0.56,0.56,1.0,0.0
0.3,123,45,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,45,distance,manhattan,0.56,0.56,1.0,0.0
0.3,123,47,uniform,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,47,uniform,manhattan,0.56,0.56,1.0,0.0
0.3,123,47,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,47,distance,manhattan,0.56,0.56,1.0,0.0
0.3,123,49,uniform,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,49,uniform,manhattan,0.56,0.56,1.0,0.0
0.3,123,49,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,49,distance,manhattan,0.56,0.56,1.0,0.0
0.3,123,51,uniform,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,51,uniform,manhattan,0.56,0.56,1.0,0.0
0.3,123,51,distance,euclidean,0.58,0.5714285714285714,1.0,0.045454545454545456
0.3,123,51,distance,manhattan,0.56,0.56,1.0,0.0
0.3,456,1,uniform,euclidean,0.64,0.5714285714285714,0.8695652173913043,0.4444444444444444
0.3,456,1,uniform,manhattan,0.62,0.5526315789473685,0.9130434782608695,0.37037037037037035
0.3,456,1,distance,euclidean,0.64,0.5714285714285714,0.8695652173913043,0.4444444444444444
0.3,456,1,distance,manhattan,0.62,0.5526315789473685,0.9130434782608695,0.37037037037037035
0.3,456,3,uniform,euclidean,0.58,0.5238095238095238,0.9565217391304348,0.25925925925925924
0.3,456,3,uniform,manhattan,0.58,0.5227272727272727,1.0,0.2222222222222222
0.3,456,3,distance,euclidean,0.58,0.5238095238095238,0.9565217391304348,0.25925925925925924
0.3,456,3,distance,manhattan,0.58,0.5227272727272727,1.0,0.2222222222222222
0.3,456,5,uniform,euclidean,0.58,0.5238095238095238,0.9565217391304348,0.25925925925925924
0.3,456,5,uniform,manhattan,0.52,0.48936170212765956,1.0,0.1111111111111111
0.3,456,5,distance,euclidean,0.58,0.5238095238095238,0.9565217391304348,0.25925925925925924
0.3,456,5,distance,manhattan,0.52,0.48936170212765956,1.0,0.1111111111111111
0.3,456,7,uniform,euclidean,0.56,0.5116279069767442,0.9565217391304348,0.2222222222222222
0.3,456,7,uniform,manhattan,0.54,0.5,1.0,0.14814814814814814
0.3,456,7,distance,euclidean,0.56,0.5116279069767442,0.9565217391304348,0.2222222222222222
0.3,456,7,distance,manhattan,0.54,0.5,1.0,0.14814814814814814
0.3,456,9,uniform,euclidean,0.58,0.5238095238095238,0.9565217391304348,0.25925925925925924
0.3,456,9,uniform,manhattan,0.5,0.4791666666666667,1.0,0.07407407407407407
0.3,456,9,distance,euclidean,0.58,0.5238095238095238,0.9565217391304348,0.25925925925925924
0.3,456,9,distance,manhattan,0.5,0.4791666666666667,1.0,0.07407407407407407
0.3,456,11,uniform,euclidean,0.54,0.5,0.9565217391304348,0.18518518518518517
0.3,456,11,uniform,manhattan,0.5,0.4791666666666667,1.0,0.07407407407407407
0.3,456,11,distance,euclidean,0.54,0.5,0.9565217391304348,0.18518518518518517
0.3,456,11,distance,manhattan,0.5,0.4791666666666667,1.0,0.07407407407407407
0.3,456,13,uniform,euclidean,0.54,0.5,1.0,0.14814814814814814
0.3,456,13,uniform,manhattan,0.5,0.4791666666666667,1.0,0.07407407407407407
0.3,456,13,distance,euclidean,0.54,0.5,1.0,0.14814814814814814
0.3,456,13,distance,manhattan,0.5,0.4791666666666667,1.0,0.07407407407407407
0.3,456,19,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,19,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,19,distance,euclidean,0.48,0.46938775510204084,1.0,0.037037037037037035
0.3,456,19,distance,manhattan,0.48,0.46938775510204084,1.0,0.037037037037037035
0.3,456,21,uniform,euclidean,0.48,0.46938775510204084,1.0,0.037037037037037035
0.3,456,21,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,21,distance,euclidean,0.48,0.46938775510204084,1.0,0.037037037037037035
0.3,456,21,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,23,uniform,euclidean,0.48,0.46938775510204084,1.0,0.037037037037037035
0.3,456,23,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,23,distance,euclidean,0.48,0.46938775510204084,1.0,0.037037037037037035
0.3,456,23,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,25,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,25,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,25,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,25,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,27,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,27,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,27,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,27,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,29,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,29,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,29,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,29,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,31,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,31,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,31,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,31,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,33,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,33,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,33,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,33,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,35,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,35,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,35,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,35,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,37,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,37,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,37,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,37,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,39,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,39,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,39,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,39,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,41,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,41,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,41,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,41,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,43,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,43,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,43,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,43,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,45,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,45,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,45,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,45,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,47,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,47,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,47,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,47,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,49,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,49,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,49,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,49,distance,manhattan,0.46,0.46,1.0,0.0
0.3,456,51,uniform,euclidean,0.46,0.46,1.0,0.0
0.3,456,51,uniform,manhattan,0.46,0.46,1.0,0.0
0.3,456,51,distance,euclidean,0.46,0.46,1.0,0.0
0.3,456,51,distance,manhattan,0.46,0.46,1.0,0.0
0.3,14,1,uniform,euclidean,0.66,0.625,0.8,0.52
0.3,14,1,uniform,manhattan,0.66,0.6176470588235294,0.84,0.48
0.3,14,1,distance,euclidean,0.66,0.625,0.8,0.52
0.3,14,1,distance,manhattan,0.66,0.6176470588235294,0.84,0.48
0.3,14,3,uniform,euclidean,0.66,0.6,0.96,0.36
0.3,14,3,uniform,manhattan,0.64,0.5853658536585366,0.96,0.32
0.3,14,3,distance,euclidean,0.66,0.6,0.96,0.36
0.3,14,3,distance,manhattan,0.64,0.5853658536585366,0.96,0.32
0.3,14,5,uniform,euclidean,0.6,0.5581395348837209,0.96,0.24
0.3,14,5,uniform,manhattan,0.58,0.5434782608695652,1.0,0.16
0.3,14,5,distance,euclidean,0.6,0.5581395348837209,0.96,0.24
0.3,14,5,distance,manhattan,0.58,0.5434782608695652,1.0,0.16
0.3,14,7,uniform,euclidean,0.58,0.5454545454545454,0.96,0.2
0.3,14,7,uniform,manhattan,0.54,0.5208333333333334,1.0,0.08
0.3,14,7,distance,euclidean,0.58,0.5454545454545454,0.96,0.2
0.3,14,7,distance,manhattan,0.54,0.5208333333333334,1.0,0.08
0.3,14,9,uniform,euclidean,0.56,0.5333333333333333,0.96,0.16
0.3,14,9,uniform,manhattan,0.52,0.5106382978723404,0.96,0.08
0.3,14,9,distance,euclidean,0.56,0.5333333333333333,0.96,0.16
0.3,14,9,distance,manhattan,0.52,0.5106382978723404,0.96,0.08
0.3,14,11,uniform,euclidean,0.54,0.5217391304347826,0.96,0.12
0.3,14,11,uniform,manhattan,0.54,0.5208333333333334,1.0,0.08
0.3,14,11,distance,euclidean,0.54,0.5217391304347826,0.96,0.12
0.3,14,11,distance,manhattan,0.54,0.5208333333333334,1.0,0.08
0.3,14,13,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,13,uniform,manhattan,0.54,0.5208333333333334,1.0,0.08
0.3,14,13,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,13,distance,manhattan,0.54,0.5208333333333334,1.0,0.08
0.3,14,19,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,19,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,19,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,19,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,21,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,21,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,21,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,21,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,23,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,23,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,23,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,23,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,25,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,25,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,25,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,25,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,27,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,27,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,27,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,27,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,29,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,29,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,29,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,29,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,31,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,31,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,31,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,31,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,33,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,33,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,33,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,33,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,35,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,35,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,35,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,35,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,37,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,37,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,37,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,37,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,39,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,39,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,39,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,39,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,41,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,41,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,41,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,41,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,43,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,43,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,43,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,43,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,45,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,45,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,45,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,45,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,47,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,47,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,47,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,47,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,49,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,49,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,49,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,49,distance,manhattan,0.5,0.5,1.0,0.0
0.3,14,51,uniform,euclidean,0.5,0.5,1.0,0.0
0.3,14,51,uniform,manhattan,0.5,0.5,1.0,0.0
0.3,14,51,distance,euclidean,0.5,0.5,1.0,0.0
0.3,14,51,distance,manhattan,0.5,0.5,1.0,0.0
0.3,23,1,uniform,euclidean,0.64,0.6764705882352942,0.7666666666666667,0.45
0.3,23,1,uniform,manhattan,0.66,0.6857142857142857,0.8,0.45
0.3,23,1,distance,euclidean,0.64,0.6764705882352942,0.7666666666666667,0.45
0.3,23,1,distance,manhattan,0.66,0.6857142857142857,0.8,0.45
0.3,23,3,uniform,euclidean,0.68,0.675,0.9,0.35
0.3,23,3,uniform,manhattan,0.76,0.7368421052631579,0.9333333333333333,0.5
0.3,23,3,distance,euclidean,0.68,0.675,0.9,0.35
0.3,23,3,distance,manhattan,0.76,0.7368421052631579,0.9333333333333333,0.5
0.3,23,5,uniform,euclidean,0.7,0.6829268292682927,0.9333333333333333,0.35
0.3,23,5,uniform,manhattan,0.72,0.6818181818181818,1.0,0.3
0.3,23,5,distance,euclidean,0.7,0.6829268292682927,0.9333333333333333,0.35
0.3,23,5,distance,manhattan,0.72,0.6818181818181818,1.0,0.3
0.3,23,7,uniform,euclidean,0.7,0.6829268292682927,0.9333333333333333,0.35
0.3,23,7,uniform,manhattan,0.68,0.6521739130434783,1.0,0.2
0.3,23,7,distance,euclidean,0.7,0.6829268292682927,0.9333333333333333,0.35
0.3,23,7,distance,manhattan,0.68,0.6521739130434783,1.0,0.2
0.3,23,9,uniform,euclidean,0.66,0.6511627906976745,0.9333333333333333,0.25
0.3,23,9,uniform,manhattan,0.66,0.6382978723404256,1.0,0.15
0.3,23,9,distance,euclidean,0.66,0.6511627906976745,0.9333333333333333,0.25
0.3,23,9,distance,manhattan,0.66,0.6382978723404256,1.0,0.15
0.3,23,11,uniform,euclidean,0.68,0.6590909090909091,0.9666666666666667,0.25
0.3,23,11,uniform,manhattan,0.66,0.6382978723404256,1.0,0.15
0.3,23,11,distance,euclidean,0.68,0.6590909090909091,0.9666666666666667,0.25
0.3,23,11,distance,manhattan,0.66,0.6382978723404256,1.0,0.15
0.3,23,13,uniform,euclidean,0.68,0.6521739130434783,1.0,0.2
0.3,23,13,uniform,manhattan,0.7,0.6666666666666666,1.0,0.25
0.3,23,13,distance,euclidean,0.68,0.6521739130434783,1.0,0.2
0.3,23,13,distance,manhattan,0.7,0.6666666666666666,1.0,0.25
0.3,23,19,uniform,euclidean,0.64,0.625,1.0,0.1
0.3,23,19,uniform,manhattan,0.64,0.625,1.0,0.1
0.3,23,19,distance,euclidean,0.64,0.625,1.0,0.1
0.3,23,19,distance,manhattan,0.66,0.6382978723404256,1.0,0.15
0.3,23,21,uniform,euclidean,0.62,0.6122448979591837,1.0,0.05
0.3,23,21,uniform,manhattan,0.64,0.625,1.0,0.1
0.3,23,21,distance,euclidean,0.62,0.6122448979591837,1.0,0.05
0.3,23,21,distance,manhattan,0.64,0.625,1.0,0.1
0.3,23,23,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,23,uniform,manhattan,0.62,0.6122448979591837,1.0,0.05
0.3,23,23,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,23,distance,manhattan,0.64,0.625,1.0,0.1
0.3,23,25,uniform,euclidean,0.62,0.6122448979591837,1.0,0.05
0.3,23,25,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,25,distance,euclidean,0.62,0.6122448979591837,1.0,0.05
0.3,23,25,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,27,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,27,uniform,manhattan,0.62,0.6122448979591837,1.0,0.05
0.3,23,27,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,27,distance,manhattan,0.62,0.6122448979591837,1.0,0.05
0.3,23,29,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,29,uniform,manhattan,0.62,0.6122448979591837,1.0,0.05
0.3,23,29,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,29,distance,manhattan,0.62,0.6122448979591837,1.0,0.05
0.3,23,31,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,31,uniform,manhattan,0.62,0.6122448979591837,1.0,0.05
0.3,23,31,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,31,distance,manhattan,0.62,0.6122448979591837,1.0,0.05
0.3,23,33,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,33,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,33,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,33,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,35,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,35,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,35,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,35,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,37,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,37,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,37,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,37,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,39,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,39,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,39,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,39,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,41,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,41,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,41,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,41,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,43,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,43,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,43,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,43,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,45,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,45,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,45,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,45,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,47,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,47,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,47,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,47,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,49,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,49,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,49,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,49,distance,manhattan,0.6,0.6,1.0,0.0
0.3,23,51,uniform,euclidean,0.6,0.6,1.0,0.0
0.3,23,51,uniform,manhattan,0.6,0.6,1.0,0.0
0.3,23,51,distance,euclidean,0.6,0.6,1.0,0.0
0.3,23,51,distance,manhattan,0.6,0.6,1.0,0.0
0.3,89,1,uniform,euclidean,0.7,0.7941176470588235,0.7714285714285715,0.5333333333333333
0.3,89,1,uniform,manhattan,0.7,0.7941176470588235,0.7714285714285715,0.5333333333333333
0.3,89,1,distance,euclidean,0.7,0.7941176470588235,0.7714285714285715,0.5333333333333333
0.3,89,1,distance,manhattan,0.7,0.7941176470588235,0.7714285714285715,0.5333333333333333
0.3,89,3,uniform,euclidean,0.72,0.7560975609756098,0.8857142857142857,0.3333333333333333
0.3,89,3,uniform,manhattan,0.78,0.8,0.9142857142857143,0.4666666666666667
0.3,89,3,distance,euclidean,0.72,0.7560975609756098,0.8857142857142857,0.3333333333333333
0.3,89,3,distance,manhattan,0.78,0.8,0.9142857142857143,0.4666666666666667
0.3,89,5,uniform,euclidean,0.74,0.7619047619047619,0.9142857142857143,0.3333333333333333
0.3,89,5,uniform,manhattan,0.74,0.7619047619047619,0.9142857142857143,0.3333333333333333
0.3,89,5,distance,euclidean,0.74,0.7619047619047619,0.9142857142857143,0.3333333333333333
0.3,89,5,distance,manhattan,0.74,0.7619047619047619,0.9142857142857143,0.3333333333333333
0.3,89,7,uniform,euclidean,0.74,0.7619047619047619,0.9142857142857143,0.3333333333333333
0.3,89,7,uniform,manhattan,0.72,0.7441860465116279,0.9142857142857143,0.26666666666666666
0.3,89,7,distance,euclidean,0.74,0.7619047619047619,0.9142857142857143,0.3333333333333333
0.3,89,7,distance,manhattan,0.72,0.7441860465116279,0.9142857142857143,0.26666666666666666
0.3,89,9,uniform,euclidean,0.76,0.7804878048780488,0.9142857142857143,0.4
0.3,89,9,uniform,manhattan,0.74,0.75,0.9428571428571428,0.26666666666666666
0.3,89,9,distance,euclidean,0.76,0.7804878048780488,0.9142857142857143,0.4
0.3,89,9,distance,manhattan,0.74,0.75,0.9428571428571428,0.26666666666666666
0.3,89,11,uniform,euclidean,0.78,0.7608695652173914,1.0,0.26666666666666666
0.3,89,11,uniform,manhattan,0.76,0.7555555555555555,0.9714285714285714,0.26666666666666666
0.3,89,11,distance,euclidean,0.78,0.7608695652173914,1.0,0.26666666666666666
0.3,89,11,distance,manhattan,0.76,0.7555555555555555,0.9714285714285714,0.26666666666666666
0.3,89,13,uniform,euclidean,0.76,0.7446808510638298,1.0,0.2
0.3,89,13,uniform,manhattan,0.76,0.7555555555555555,0.9714285714285714,0.26666666666666666
0.3,89,13,distance,euclidean,0.76,0.7446808510638298,1.0,0.2
0.3,89,13,distance,manhattan,0.76,0.7555555555555555,0.9714285714285714,0.26666666666666666
0.3,89,19,uniform,euclidean,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,19,uniform,manhattan,0.8,0.7777777777777778,1.0,0.3333333333333333
0.3,89,19,distance,euclidean,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,19,distance,manhattan,0.8,0.7777777777777778,1.0,0.3333333333333333
0.3,89,21,uniform,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,21,uniform,manhattan,0.76,0.7555555555555555,0.9714285714285714,0.26666666666666666
0.3,89,21,distance,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,21,distance,manhattan,0.76,0.7555555555555555,0.9714285714285714,0.26666666666666666
0.3,89,23,uniform,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,23,uniform,manhattan,0.7,0.717391304347826,0.9428571428571428,0.13333333333333333
0.3,89,23,distance,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,23,distance,manhattan,0.7,0.717391304347826,0.9428571428571428,0.13333333333333333
0.3,89,25,uniform,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,25,uniform,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,25,distance,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,25,distance,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,27,uniform,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,27,uniform,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,27,distance,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,27,distance,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,29,uniform,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,29,uniform,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,29,distance,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,29,distance,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,31,uniform,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,31,uniform,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,31,distance,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,31,distance,manhattan,0.72,0.723404255319149,0.9714285714285714,0.13333333333333333
0.3,89,33,uniform,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,33,uniform,manhattan,0.7,0.7083333333333334,0.9714285714285714,0.06666666666666667
0.3,89,33,distance,euclidean,0.74,0.7291666666666666,1.0,0.13333333333333333
0.3,89,33,distance,manhattan,0.7,0.7083333333333334,0.9714285714285714,0.06666666666666667
