Accuracy,Precision,Recall,Specificity,Depth,Min_Samples_Split,Min_Samples_Leaf,Test_Size,Random_State
0.6428571428571429,0.6464947089947091,0.6428571428571429,0.5882352941176471,6,3,1,0.25,42
0.7380952380952381,0.7374338624338624,0.7380952380952381,0.6842105263157895,6,3,1,0.25,123
0.6428571428571429,0.6952380952380953,0.6428571428571429,0.5,6,3,1,0.25,456
0.7142857142857143,0.7295918367346939,0.7142857142857143,0.5833333333333334,6,3,1,0.25,89
0.58,0.5780623973727422,0.58,0.5,6,3,1,0.3,42
0.72,0.72,0.72,0.6818181818181818,6,3,1,0.3,123
0.6,0.664033264033264,0.6,0.37037037037037035,6,3,1,0.3,456
0.6,0.6298811544991512,0.6,0.4666666666666667,6,3,1,0.3,89
0.7241379310344828,0.7241379310344828,0.7241379310344828,0.68,6,3,1,0.35,42
0.7586206896551724,0.7575069608053117,0.7586206896551724,0.68,6,3,1,0.35,123
0.5,0.5116279069767442,0.5,0.26666666666666666,6,3,1,0.35,456
0.7241379310344828,0.790466773781568,0.7241379310344828,0.8235294117647058,6,3,1,0.35,89
0.6363636363636364,0.6478114478114478,0.6363636363636364,0.6153846153846154,6,3,1,0.4,42
0.5454545454545454,0.5516062884483938,0.5454545454545454,0.46153846153846156,6,3,1,0.4,123
0.6060606060606061,0.6126829268292683,0.6060606060606061,0.48484848484848486,6,3,1,0.4,456
0.5757575757575758,0.6466131907308377,0.5757575757575758,0.6,6,3,1,0.4,89
0.68,0.68,0.68,0.6,6,3,2,0.15,42
0.64,0.6443589743589743,0.64,0.6363636363636364,6,3,2,0.15,123
0.64,0.6933333333333332,0.64,0.5333333333333333,6,3,2,0.15,456
0.64,0.6555882352941177,0.64,0.42857142857142855,6,3,2,0.15,89
0.6060606060606061,0.6414141414141413,0.6060606060606061,0.6923076923076923,6,3,2,0.2,42
0.6666666666666666,0.6979949874686716,0.6666666666666666,0.7857142857142857,6,3,2,0.2,123
0.5151515151515151,0.6278787878787878,0.5151515151515151,0.3,6,3,2,0.2,456
0.6363636363636364,0.6572871572871573,0.6363636363636364,0.5,6,3,2,0.2,89
0.6428571428571429,0.6352040816326531,0.6428571428571429,0.47058823529411764,6,3,2,0.25,42
0.5952380952380952,0.5972943722943723,0.5952380952380952,0.5789473684210527,6,3,2,0.25,123
0.5952380952380952,0.6145799280810722,0.5952380952380952,0.5416666666666666,6,3,2,0.25,456
0.6904761904761905,0.8133376920562275,0.6904761904761905,0.9166666666666666,6,3,2,0.25,89
0.64,0.64,0.64,0.5909090909090909,6,3,2,0.3,42
0.7,0.7017713365539453,0.7,0.6818181818181818,6,3,2,0.3,123
0.62,0.64875,0.62,0.48148148148148145,6,3,2,0.3,456
0.68,0.7221674876847292,0.68,0.6666666666666666,6,3,2,0.3,89
0.6724137931034483,0.6741959549071619,0.6724137931034483,0.64,6,3,2,0.35,42
0.7931034482758621,0.7931034482758621,0.7931034482758621,0.76,6,3,2,0.35,123
0.5862068965517241,0.6199712643678161,0.5862068965517241,0.36666666666666664,6,3,2,0.35,456
0.6724137931034483,0.7164891818796484,0.6724137931034483,0.6470588235294118,6,3,2,0.35,89
0.6363636363636364,0.6549131016042781,0.6363636363636364,0.6538461538461539,6,3,2,0.4,42
0.5606060606060606,0.5697139145415007,0.5606060606060606,0.5,6,3,2,0.4,123
0.5909090909090909,0.5909926470588236,0.5909090909090909,0.5757575757575758,6,3,2,0.4,456
0.5,0.5898617511520737,0.5,0.55,6,3,2,0.4,89
0.6,0.6153846153846154,0.6,0.6,6,3,3,0.15,42
0.72,0.7186666666666666,0.72,0.6363636363636364,6,3,3,0.15,123
0.6,0.7142857142857142,0.6,0.4,6,3,3,0.15,456
0.64,0.6555882352941177,0.64,0.42857142857142855,6,3,3,0.15,89
0.5757575757575758,0.6020499108734403,0.5757575757575758,0.6153846153846154,6,3,3,0.2,42
0.5757575757575758,0.5846702317290553,0.5757575757575758,0.5714285714285714,6,3,3,0.2,123
0.6060606060606061,0.6928374655647382,0.6060606060606061,0.45,6,3,3,0.2,456
0.6060606060606061,0.6170798898071626,0.6060606060606061,0.4,6,3,3,0.2,89
0.7619047619047619,0.7686607823907594,0.7619047619047619,0.7647058823529411,6,3,3,0.25,42
0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5263157894736842,6,3,3,0.25,123
0.6666666666666666,0.7346938775510203,0.6666666666666666,0.5,6,3,3,0.25,456
0.7857142857142857,0.7915877226222053,0.7857142857142857,0.6666666666666666,6,3,3,0.25,89
0.6,0.6,0.6,0.5454545454545454,6,3,3,0.3,42
0.76,0.7593333333333334,0.76,0.6818181818181818,6,3,3,0.3,123
0.68,0.7440000000000001,0.68,0.48148148148148145,6,3,3,0.3,456
0.68,0.7066213921901527,0.68,0.6,6,3,3,0.3,89
0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6,6,3,3,0.35,42
0.7586206896551724,0.7575069608053117,0.7586206896551724,0.68,6,3,3,0.35,123
0.603448275862069,0.648757016840417,0.603448275862069,0.36666666666666664,6,3,3,0.35,456
0.7586206896551724,0.791775540801028,0.7586206896551724,0.7647058823529411,6,3,3,0.35,89
0.6818181818181818,0.6798226164079822,0.6818181818181818,0.5769230769230769,6,3,3,0.4,42
0.5151515151515151,0.5343694295900178,0.5151515151515151,0.5,6,3,3,0.4,123
0.6212121212121212,0.6309523809523809,0.6212121212121212,0.48484848484848486,6,3,3,0.4,456
0.5,0.5898617511520737,0.5,0.55,6,3,3,0.4,89
0.64,0.6467532467532467,0.64,0.6,6,3,4,0.15,42
0.68,0.68,0.68,0.6363636363636364,6,3,4,0.15,123
0.6,0.7142857142857142,0.6,0.4,6,3,4,0.15,456
0.64,0.688,0.64,0.5714285714285714,6,3,4,0.15,89
0.6666666666666666,0.6850490196078431,0.6666666666666666,0.6923076923076923,6,3,4,0.2,42
0.5151515151515151,0.5340067340067339,0.5151515151515151,0.5714285714285714,6,3,4,0.2,123
0.6060606060606061,0.6631701631701632,0.6060606060606061,0.5,6,3,4,0.2,456
0.7272727272727273,0.7355371900826446,0.7272727272727273,0.6,6,3,4,0.2,89
